0.0000e+00 5.7593e-01 -0.0000e+00 0.0000e+00 3.3741e+00 3.3741e+00 -5.2802e+07
1.0000e-05 5.7593e-01 -5.2802e+02 6.4961e-01 3.3741e+00 4.0237e+00 -4.2636e+07
2.0000e-05 5.7064e-01 -9.5438e+02 2.1223e+00 2.1999e+00 4.3222e+00 -2.4261e+07
3.0000e-05 5.6110e-01 -1.1970e+03 3.3384e+00 7.1231e-01 4.0507e+00 -1.2151e+06
4.0000e-05 5.4913e-01 -1.2091e+03 3.4065e+00 1.7869e-03 3.4083e+00 2.2065e+07
5.0000e-05 5.3704e-01 -9.8849e+02 2.2767e+00 5.8918e-01 2.8659e+00 4.1096e+07
6.0000e-05 5.2715e-01 -5.7753e+02 7.7715e-01 2.0439e+00 2.8210e+00 5.2216e+07
7.0000e-05 5.2138e-01 -5.5373e+01 7.1441e-03 3.2995e+00 3.3067e+00 5.3282e+07
8.0000e-05 5.2083e-01 4.7745e+02 5.3113e-01 3.4357e+00 3.9668e+00 4.4089e+07
9.0000e-05 5.2560e-01 9.1834e+02 1.9650e+00 2.3525e+00 4.3175e+00 2.6408e+07
1.0000e-04 5.3478e-01 1.1824e+03 3.2576e+00 8.4399e-01 4.1016e+00 3.6430e+06
1.1000e-04 5.4661e-01 1.2189e+03 3.4615e+00 1.6061e-02 3.4775e+00 -1.9824e+07
1.2000e-04 5.5880e-01 1.0206e+03 2.4271e+00 4.7559e-01 2.9026e+00 -3.9474e+07
1.3000e-04 5.6900e-01 6.2587e+02 9.1271e-01 1.8857e+00 2.7984e+00 -5.1524e+07
1.4000e-04 5.7526e-01 1.1063e+02 2.8519e-02 3.2127e+00 3.2412e+00 -5.3654e+07
1.5000e-04 5.7637e-01 -4.2591e+02 4.2266e-01 3.4838e+00 3.9065e+00 -4.5454e+07
1.6000e-04 5.7211e-01 -8.8045e+02 1.8062e+00 2.5003e+00 4.3065e+00 -2.8503e+07
1.7000e-04 5.6330e-01 -1.1655e+03 3.1649e+00 9.8315e-01 4.1481e+00 -6.0635e+06
1.8000e-04 5.5165e-01 -1.2261e+03 3.5028e+00 4.4493e-02 3.5473e+00 1.7543e+07
1.9000e-04 5.3939e-01 -1.0507e+03 2.5721e+00 3.7245e-01 2.9446e+00 3.7772e+07
2.0000e-04 5.2888e-01 -6.7296e+02 1.0552e+00 1.7266e+00 2.7818e+00 5.0729e+07
2.1000e-04 5.2215e-01 -1.6567e+02 6.3952e-02 3.1143e+00 3.1782e+00 5.3918e+07
2.2000e-04 5.2050e-01 3.7351e+02 3.2506e-01 3.5182e+00 3.8433e+00 4.6727e+07
2.3000e-04 5.2423e-01 8.4078e+02 1.6471e+00 2.6423e+00 4.2895e+00 3.0539e+07
2.4000e-04 5.3264e-01 1.1462e+03 3.0610e+00 1.1287e+00 4.1896e+00 8.4717e+06
2.5000e-04 5.4410e-01 1.2309e+03 3.5302e+00 8.6855e-02 3.6170e+00 -1.5227e+07
2.6000e-04 5.5641e-01 1.0786e+03 2.7108e+00 2.8059e-01 2.9914e+00 -3.5994e+07
2.7000e-04 5.6719e-01 7.1868e+02 1.2035e+00 1.5679e+00 2.7713e+00 -4.9831e+07
2.8000e-04 5.7438e-01 2.2038e+02 1.1316e-01 3.0050e+00 3.1182e+00 -5.4074e+07
2.9000e-04 5.7659e-01 -3.2036e+02 2.3913e-01 3.5386e+00 3.7777e+00 -4.7906e+07
3.0000e-04 5.7338e-01 -7.9942e+02 1.4890e+00 2.7773e+00 4.2664e+00 -3.2514e+07
3.1000e-04 5.6539e-01 -1.1246e+03 2.9466e+00 1.2794e+00 4.2260e+00 -1.0863e+07
3.2000e-04 5.5414e-01 -1.2332e+03 3.5434e+00 1.4281e-01 3.6862e+00 1.2880e+07
3.3000e-04 5.4181e-01 -1.1044e+03 2.8419e+00 2.0076e-01 3.0426e+00 3.4143e+07
3.4000e-04 5.3077e-01 -7.6296e+02 1.3563e+00 1.4108e+00 2.7671e+00 4.8833e+07
3.5000e-04 5.2314e-01 -2.7463e+02 1.7574e-01 2.8858e+00 3.0616e+00 5.4120e+07
3.6000e-04 5.2039e-01 2.6657e+02 1.6557e-01 3.5446e+00 3.7102e+00 4.8988e+07
3.7000e-04 5.2306e-01 7.5645e+02 1.3333e+00 2.9042e+00 4.2375e+00 3.4424e+07
3.8000e-04 5.3062e-01 1.1007e+03 2.8228e+00 1.4341e+00 4.2569e+00 1.3232e+07
3.9000e-04 5.4163e-01 1.2330e+03 3.5423e+00 2.1189e-01 3.7542e+00 -1.0507e+07
4.0000e-04 5.5396e-01 1.1279e+03 2.9643e+00 1.3361e-01 3.0979e+00 -3.2224e+07
4.1000e-04 5.6524e-01 8.0570e+02 1.5125e+00 1.2566e+00 2.7691e+00 -4.7736e+07
4.2000e-04 5.7329e-01 3.2834e+02 2.5119e-01 2.7577e+00 3.0089e+00 -5.4057e+07
4.3000e-04 5.7658e-01 -2.1223e+02 1.0495e-01 3.5364e+00 3.6414e+00 -4.9971e+07
4.4000e-04 5.7445e-01 -7.1195e+02 1.1810e+00 3.0220e+00 4.2030e+00 -3.6264e+07
4.5000e-04 5.6734e-01 -1.0746e+03 2.6905e+00 1.5915e+00 4.2820e+00 -1.5575e+07
4.6000e-04 5.5659e-01 -1.2303e+03 3.5270e+00 2.9356e-01 3.8205e+00 8.1132e+06
4.7000e-04 5.4429e-01 -1.1492e+03 3.0772e+00 7.9659e-02 3.1568e+00 3.0239e+07
4.8000e-04 5.3279e-01 -8.4681e+02 1.6708e+00 1.1066e+00 2.7774e+00 4.6543e+07
4.9000e-04 5.2433e-01 -3.8138e+02 3.3891e-01 2.6216e+00 2.9605e+00 5.3886e+07
5.0000e-04 5.2051e-01 1.5747e+02 5.7779e-02 3.5140e+00 3.5718e+00 5.0854e+07
5.1000e-04 5.2209e-01 6.6601e+02 1.0335e+00 3.1297e+00 4.1632e+00 3.8031e+07
5.2000e-04 5.2875e-01 1.0463e+03 2.5509e+00 1.7504e+00 4.3012e+00 1.7886e+07
5.3000e-04 5.3921e-01 1.2252e+03 3.4975e+00 3.8715e-01 3.8846e+00 -5.7028e+06
5.4000e-04 5.5146e-01 1.1682e+03 3.1795e+00 3.9357e-02 3.2188e+00 -2.8193e+07
5.5000e-04 5.6314e-01 8.8622e+02 1.8299e+00 9.6195e-01 2.7919e+00 -4.5256e+07
5.6000e-04 5.7201e-01 4.3366e+02 4.3818e-01 2.4786e+00 2.9168e+00 -5.3605e+07
5.7000e-04 5.7634e-01 -1.0240e+02 2.4430e-02 3.4775e+00 3.5020e+00 -5.2620e+07
