1.0000e-06 5.7590e-01 -5.2777e+01 6.4899e-03 3.3676e+00 3.3741e+00 -5.2751e+07
2.0000e-06 5.7582e-01 -1.0545e+02 2.5910e-02 3.3481e+00 3.3740e+00 -5.2599e+07
3.0000e-06 5.7569e-01 -1.5792e+02 5.8110e-02 3.3159e+00 3.3740e+00 -5.2345e+07
4.0000e-06 5.7550e-01 -2.1009e+02 1.0284e-01 3.2712e+00 3.3740e+00 -5.1991e+07
5.0000e-06 5.7527e-01 -2.6185e+02 1.5976e-01 3.2142e+00 3.3740e+00 -5.1536e+07
6.0000e-06 5.7498e-01 -3.1311e+02 2.2843e-01 3.1455e+00 3.3739e+00 -5.0982e+07
7.0000e-06 5.7464e-01 -3.6377e+02 3.0833e-01 3.0656e+00 3.3739e+00 -5.0330e+07
8.0000e-06 5.7425e-01 -4.1373e+02 3.9882e-01 2.9750e+00 3.3739e+00 -4.9582e+07
9.0000e-06 5.7381e-01 -4.6289e+02 4.9923e-01 2.8746e+00 3.3738e+00 -4.8737e+07
1.0000e-05 5.7333e-01 -5.1115e+02 6.0878e-01 2.7650e+00 3.3738e+00 -4.7799e+07
1.1000e-05 5.7279e-01 -5.5844e+02 7.2662e-01 2.6471e+00 3.3737e+00 -4.6769e+07
1.2000e-05 5.7221e-01 -6.0465e+02 8.5184e-01 2.5218e+00 3.3736e+00 -4.5649e+07
1.3000e-05 5.7158e-01 -6.4969e+02 9.8349e-01 2.3901e+00 3.3736e+00 -4.4441e+07
1.4000e-05 5.7091e-01 -6.9349e+02 1.1205e+00 2.2530e+00 3.3735e+00 -4.3147e+07
1.5000e-05 5.7020e-01 -7.3594e+02 1.2620e+00 2.1115e+00 3.3735e+00 -4.1770e+07
1.6000e-05 5.6944e-01 -7.7699e+02 1.4066e+00 1.9667e+00 3.3734e+00 -4.0313e+07
1.7000e-05 5.6864e-01 -8.1653e+02 1.5535e+00 1.8198e+00 3.3733e+00 -3.8778e+07
1.8000e-05 5.6781e-01 -8.5451e+02 1.7013e+00 1.6719e+00 3.3732e+00 -3.7169e+07
1.9000e-05 5.6693e-01 -8.9083e+02 1.8491e+00 1.5241e+00 3.3732e+00 -3.5488e+07
