0.0000e+00 5.7593e-01 -0.0000e+00 0.0000e+00 3.3741e+00 3.3741e+00 -5.2802e+07
1.0000e-07 5.7593e-01 -5.2802e+00 6.4961e-05 3.3741e+00 3.3741e+00 -5.2801e+07
2.0000e-07 5.7592e-01 -1.0560e+01 2.5984e-04 3.3739e+00 3.3742e+00 -5.2799e+07
3.0000e-07 5.7592e-01 -1.5840e+01 5.8462e-04 3.3737e+00 3.3743e+00 -5.2796e+07
4.0000e-07 5.7592e-01 -2.1120e+01 1.0393e-03 3.3733e+00 3.3743e+00 -5.2792e+07
5.0000e-07 5.7592e-01 -2.6399e+01 1.6238e-03 3.3728e+00 3.3744e+00 -5.2787e+07
6.0000e-07 5.7592e-01 -3.1678e+01 2.3381e-03 3.3721e+00 3.3744e+00 -5.2781e+07
7.0000e-07 5.7591e-01 -3.6956e+01 3.1821e-03 3.3713e+00 3.3745e+00 -5.2773e+07
8.0000e-07 5.7591e-01 -4.2233e+01 4.1559e-03 3.3704e+00 3.3746e+00 -5.2765e+07
9.0000e-07 5.7591e-01 -4.7510e+01 5.2592e-03 3.3694e+00 3.3746e+00 -5.2756e+07
1.0000e-06 5.7590e-01 -5.2785e+01 6.4920e-03 3.3682e+00 3.3747e+00 -5.2746e+07
1.1000e-06 5.7590e-01 -5.8060e+01 7.8543e-03 3.3669e+00 3.3748e+00 -5.2735e+07
1.2000e-06 5.7589e-01 -6.3333e+01 9.3459e-03 3.3655e+00 3.3748e+00 -5.2723e+07
1.3000e-06 5.7588e-01 -6.8606e+01 1.0967e-02 3.3639e+00 3.3749e+00 -5.2709e+07
1.4000e-06 5.7588e-01 -7.3876e+01 1.2717e-02 3.3622e+00 3.3750e+00 -5.2695e+07
1.5000e-06 5.7587e-01 -7.9146e+01 1.4595e-02 3.3604e+00 3.3750e+00 -5.2680e+07
1.6000e-06 5.7586e-01 -8.4414e+01 1.6603e-02 3.3585e+00 3.3751e+00 -5.2664e+07
1.7000e-06 5.7585e-01 -8.9680e+01 1.8739e-02 3.3564e+00 3.3752e+00 -5.2646e+07
1.8000e-06 5.7584e-01 -9.4945e+01 2.1004e-02 3.3542e+00 3.3752e+00 -5.2628e+07
1.9000e-06 5.7583e-01 -1.0021e+02 2.3397e-02 3.3519e+00 3.3753e+00 -5.2609e+07
2.0000e-06 5.7582e-01 -1.0547e+02 2.5918e-02 3.3494e+00 3.3754e+00 -5.2589e+07
2.1000e-06 5.7581e-01 -1.1073e+02 2.8567e-02 3.3468e+00 3.3754e+00 -5.2567e+07
2.2000e-06 5.7580e-01 -1.1598e+02 3.1344e-02 3.3441e+00 3.3755e+00 -5.2545e+07
2.3000e-06 5.7579e-01 -1.2124e+02 3.4248e-02 3.3413e+00 3.3755e+00 -5.2522e+07
2.4000e-06 5.7578e-01 -1.2649e+02 3.7280e-02 3.3383e+00 3.3756e+00 -5.2497e+07
2.5000e-06 5.7577e-01 -1.3174e+02 4.0439e-02 3.3352e+00 3.3757e+00 -5.2472e+07
2.6000e-06 5.7575e-01 -1.3699e+02 4.3724e-02 3.3320e+00 3.3757e+00 -5.2446e+07
2.7000e-06 5.7574e-01 -1.4223e+02 4.7136e-02 3.3287e+00 3.3758e+00 -5.2418e+07
2.8000e-06 5.7573e-01 -1.4747e+02 5.0674e-02 3.3252e+00 3.3759e+00 -5.2390e+07
2.9000e-06 5.7571e-01 -1.5271e+02 5.4339e-02 3.3216e+00 3.3759e+00 -5.2360e+07
3.0000e-06 5.7570e-01 -1.5795e+02 5.8129e-02 3.3179e+00 3.3760e+00 -5.2330e+07
3.1000e-06 5.7568e-01 -1.6318e+02 6.2044e-02 3.3140e+00 3.3760e+00 -5.2299e+07
3.2000e-06 5.7566e-01 -1.6841e+02 6.6085e-02 3.3100e+00 3.3761e+00 -5.2266e+07
3.3000e-06 5.7565e-01 -1.7364e+02 7.0250e-02 3.3059e+00 3.3762e+00 -5.2233e+07
3.4000e-06 5.7563e-01 -1.7886e+02 7.4540e-02 3.3017e+00 3.3762e+00 -5.2198e+07
3.5000e-06 5.7561e-01 -1.8408e+02 7.8955e-02 3.2973e+00 3.3763e+00 -5.2163e+07
3.6000e-06 5.7559e-01 -1.8930e+02 8.3493e-02 3.2929e+00 3.3764e+00 -5.2126e+07
3.7000e-06 5.7557e-01 -1.9451e+02 8.8154e-02 3.2883e+00 3.3764e+00 -5.2089e+07
3.8000e-06 5.7555e-01 -1.9972e+02 9.2939e-02 3.2835e+00 3.3765e+00 -5.2050e+07
3.9000e-06 5.7553e-01 -2.0492e+02 9.7846e-02 3.2787e+00 3.3765e+00 -5.2011e+07
4.0000e-06 5.7551e-01 -2.1013e+02 1.0288e-01 3.2737e+00 3.3766e+00 -5.1971e+07
4.1000e-06 5.7549e-01 -2.1532e+02 1.0803e-01 3.2686e+00 3.3767e+00 -5.1929e+07
